요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
의료법인 온그룹의료재단 온종합병원,11,종합병원,210000,부산,210004,부산진구,,47261,"부산광역시 부산진구 가야대로 719, 767, 721, 본관 지하3~5층, 본관 6~11층 전부, 본관 12층 일부, 본관 13~14층 전부, (당감동)",051-607-0133,,20100226,72,2,3,2,63,1,0,0,1,0,0,0,0,0,129.0504284,35.1574359
의료법인 우범의료재단 장흥종합병원,11,종합병원,360000,전라도,360018,장흥군,,59325,"전라남도 장흥군 장흥읍 흥성로 74, 74",061-862-8300,,19880801,11,0,0,0,11,0,0,0,0,0,0,0,0,0,126.9109162,34.6771315
의료법인 원광의료재단 원광종합병원,11,종합병원,310000,경기,312500,화성시,,18356,"경기도 화성시 화산북로 21, (송산동)",031-8077-7200,,20170612,19,1,0,0,18,0,0,0,0,0,0,0,0,0,127.0081096,37.2101373
의료법인 은성의료재단 좋은강안병원,11,종합병원,210000,부산,210014,부산수영구,,48265,"부산광역시 수영구 수영로 493, (남천동)",051-625-0900,,20050223,96,1,6,1,86,1,0,0,1,0,0,0,0,0,129.1106218,35.1500685
의료법인 은성의료재단 좋은삼정병원,11,종합병원,260000,울산,260001,울산남구,,44629,"울산광역시 남구 북부순환도로 51, (무거동)",052-220-7500,,20140602,32,4,0,0,27,1,0,0,0,0,0,0,0,0,129.2688243,35.5528955
의료법인 은혜와감사의료재단 화성중앙종합병원,11,종합병원,310000,경기,312500,화성시,,18592,"경기도 화성시 향남읍 발안로 5, ()",031-352-8114,,20041030,16,1,0,0,15,0,0,0,0,0,0,0,0,0,126.9108361,37.1312957
의료법인 인당의료재단 부민병원,11,종합병원,210000,부산,210005,부산북구,,46555,"부산광역시 북구 만덕대로 59, (덕천동)",051-330-3000,,20030102,65,1,2,4,57,1,0,0,0,0,0,0,0,0,129.0112115,35.2119276
의료법인 인당의료재단 해운대부민병원,11,종합병원,210000,부산,210009,부산해운대구,,48094,"부산광역시 해운대구 해운대로 584, (우동)",602-8000,,20150709,52,0,0,0,52,0,0,0,0,0,0,0,0,0,129.1556545,35.1614208
의료법인 인산의료재단 전주열린병원,11,종합병원,350000,전라도,350401,전주완산구,,54994,"전라북도 전주시 완산구 기린대로 227-0,  1동 (서노송동,전주열린병원)",063-281-8889,,20220120,8,0,0,0,8,0,0,0,0,0,0,0,0,0,127.1452549,35.8266151
의료법인 인천사랑병원,11,종합병원,220000,인천,220001,인천미추홀구,,22135,"인천광역시 미추홀구 미추홀대로 726-0, 인천사랑병원",032-457-2000,,19981125,61,0,0,5,56,0,0,0,0,0,0,0,0,0,126.6807094,37.462204
의료법인 인화재단 한국병원,11,종합병원,330000,충청도,330101,청주상당구,,28713,"충청북도 청주시 상당구 단재로 106, (영운동)",043-222-7000,,19940411,80,1,3,2,60,6,0,1,7,0,0,0,0,0,127.496538,36.619507
의료법인 자산의료재단 제천서울병원,11,종합병원,330000,충청도,330300,제천시,,27170,"충청북도 제천시 숭문로 57-0, 서울병원",043-642-7606,,19900511,25,0,0,0,23,1,0,0,1,0,0,0,0,0,128.2062355,37.138611
의료법인 정산의료재단 효성병원,11,종합병원,330000,충청도,330101,청주상당구,,28736,"충청북도 청주시 상당구 쇠내로 16-0, 효성병원",043-221-5000,,19951027,51,1,0,0,44,3,0,0,2,1,0,0,0,0,127.4953372,36.6244786
의료법인 정안의료재단 중앙병원,11,종합병원,260000,울산,260001,울산남구,,44667,"울산광역시 남구 문수로 472, 중앙병원 (신정동)",052-226-1100,,20150409,47,1,0,0,44,1,0,0,1,0,0,0,0,0,129.3055534,35.5321998
의료법인 중앙의료재단 중앙병원,11,종합병원,390000,제주,390200,제주시,,63109,"제주특별자치도 제주시 월랑로 91-0, 중앙병원",064-786-7000,,20130304,27,0,0,0,26,0,0,0,1,0,0,0,0,0,126.470529,33.4923256
의료법인 청구성심병원,11,종합병원,110000,서울,110015,은평구,,3330,"서울특별시 은평구 통일로 873, (갈현동)",02-350-3300,,19800128,25,1,0,0,24,0,0,0,0,0,0,0,0,0,126.9197006,37.6208615
의료법인 토마스의료재단 윌스기념병원,11,종합병원,310000,경기,310603,수원팔달구,,16480,"경기도 수원시 팔달구 경수대로 437, (인계동)",031-223-2233,,20021021,53,2,0,0,50,0,0,0,0,0,0,0,0,1,127.0255443,37.2653229
의료법인 플러스의료재단 단원병원,11,종합병원,310000,경기,311101,안산단원구,,15457,"경기도 안산시 단원구 원포공원1로 20, 동의성단원병원 (초지동)",031-8040-6600,,20080301,49,0,0,0,49,0,0,0,0,0,0,0,0,0,126.8130166,37.3001935
의료법인 행도의료재단 해동병원,11,종합병원,210000,부산,210007,부산영도구,,49035,"부산광역시 영도구 태종로 133, (봉래동3가)",051-412-6161,,19840705,29,1,0,0,28,0,0,0,0,0,0,0,0,0,129.043866,35.0919442
의료법인 혜인의료재단 한국병원,11,종합병원,390000,제주,390200,제주시,삼도일동,63183,"제주특별자치도 제주시 서광로 193, (삼도일동)",064-750-0000,,19830225,36,2,0,0,34,0,0,0,0,0,0,0,0,0,126.517062,33.500233
의료법인 힐링의료재단 옥천성모병원,11,종합병원,330000,충청도,330005,옥천군,,29031,"충청북도 옥천군 옥천읍 성왕로 1195-0,",043-730-7000,,20151101,17,1,0,0,16,0,0,0,0,0,0,0,0,0,127.5720099,36.3133286
의료법인갑을의료재단 갑을장유병원,11,종합병원,380000,경상도,380100,김해시,,50971,"경상남도 김해시 장유로 167-13, (부곡동)",055-310-6000,,20050901,24,0,0,0,24,0,0,0,0,0,0,0,0,0,128.8056169,35.2086652
의료법인거명의료재단 영광기독병원,11,종합병원,360000,전라도,360014,영광군,,57044,"전라남도 영광군 영광읍 신남로 265, ()",061-350-3000,,19880408,15,0,0,0,15,0,0,0,0,0,0,0,0,0,126.510877,35.274938
의료법인구의료재단 구병원,11,종합병원,230000,대구,230007,대구달서구,,42644,"대구광역시 달서구 감삼북길 141, (감삼동)",053-560-9114,,20070104,37,2,0,0,35,0,0,0,0,0,0,0,0,0,128.5414437,35.8506236
의료법인대송의료재단 무안병원,11,종합병원,360000,전라도,360009,무안군,,58532,"전라남도 무안군 무안읍 몽탄로 65, ()",061-450-3111,,19940801,20,0,0,0,20,0,0,0,0,0,0,0,0,0,126.4893985,34.9916302
의료법인대인의료재단 다니엘종합병원,11,종합병원,310000,경기,310300,부천시,,14513,"경기도 부천시 중동로 361, 다니엘종합병원 (약대동)",032-670-0001,,20040611,22,0,0,0,21,0,0,0,1,0,0,0,0,0,126.7694764,37.5123067
의료법인덕산의료재단김천제일병원,11,종합병원,370000,경상도,370300,김천시,,39544,"경상북도 김천시 신음1길 12,  (신음동)",054-420-9300,,19980529,35,0,0,0,35,0,0,0,0,0,0,0,0,0,128.1187923,36.1354003
의료법인동신의료재단 동신병원,11,종합병원,110000,서울,110010,서대문구,,3653,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",02-396-9161,,19940622,19,1,0,0,18,0,0,0,0,0,0,0,0,0,126.9364251,37.5813323
의료법인동춘의료재단문경제일병원,11,종합병원,370000,경상도,370800,문경시,,36986,"경상북도 문경시 당교3길 25,  (모전동)",054-550-7700,,19810605,34,0,0,0,33,1,0,0,0,0,0,0,0,0,128.189225,36.58444
의료법인루가의료재단 나은병원,11,종합병원,220000,인천,220005,인천서구,,0,"인천광역시 서구 원적로 23- , 23",032-584-0114,,20000814,74,0,0,0,69,2,0,0,3,0,0,0,0,0,126.6797293,37.4890718
의료법인명지의료재단명지병원,11,종합병원,310000,경기,311901,고양덕양구,,10475,"경기도 고양시 덕양구 화수로14번길 55, (화정동)",031-810-5114,,19830328,250,0,22,55,168,2,0,0,3,0,0,0,0,0,126.8312622,37.6419949
의료법인명지의료재단명지병원,11,종합병원,330000,충청도,330300,제천시,,27140,"충청북도 제천시 내토로 991-0, 의료법인명지의료재단명지병원",043-640-8114,,20110315,35,0,0,0,33,1,0,0,1,0,0,0,0,0,128.233951,37.1634681
의료법인목포구암의료재단 목포중앙병원,11,종합병원,360000,전라도,360300,목포시,,58615,"전라남도 목포시 영산로 623,  (석현동)",061-280-3000,,19990309,38,0,0,0,37,1,0,0,0,0,0,0,0,0,126.421025,34.8213917
의료법인백송의료재단 굿모닝병원,11,종합병원,310000,경기,311200,평택시,,17874,"경기도 평택시 중앙로 338, (합정동)",031-5182-7700,,20020401,100,0,0,0,98,1,0,0,1,0,0,0,0,0,127.1204114,36.9906277
의료법인보원의료재단 경희대학교 교육협력 중앙병원,11,종합병원,380000,경상도,380100,김해시,,50960,"경상남도 김해시 분성로 94-8, (외동)",055-330-6000,,19970401,3,0,0,0,2,0,0,0,1,0,0,0,0,0,128.8570753,35.2307339
의료법인삼백의료재단상주성모병원,11,종합병원,370000,경상도,370900,상주시,,37179,"경상북도 상주시 냉림서성길 7,  (냉림동)",054-532-5001,,19800318,20,0,0,0,20,0,0,0,0,0,0,0,0,0,128.1597338,36.4203907
의료법인서울효천의료재단 에이치플러스양지병원,11,종합병원,110000,서울,110004,관악구,,8779,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",02-1877-8875,,19800620,103,2,5,13,83,0,0,0,0,0,0,0,0,0,126.9325692,37.4841536
의료법인석영의료재단창원제일종합병원,11,종합병원,380000,경상도,380702,창원마산합포구,,51732,"경상남도 창원시 마산합포구 3·15대로 238, (중앙동3가)",055-223-9000,,20020501,15,0,0,0,15,0,0,0,0,0,0,0,0,0,128.5676,35.199085
의료법인석천재단고창병원,11,종합병원,350000,전라도,350001,고창군,,56436,"전라북도 고창군 고창읍 화신1길 9, ()",063-560-5600,,19880709,16,1,0,0,15,0,0,0,0,0,0,0,0,0,126.6933531,35.4364278
의료법인성광의료재단일산차병원,11,종합병원,310000,경기,311903,고양일산동구,,10414,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",031-782-8300,,20191226,91,0,0,0,88,0,0,0,0,0,0,0,3,0,126.7757374,37.6541317
의료법인성화의료재단  대한병원,11,종합병원,110000,서울,110024,강북구,,1081,"서울특별시 강북구 도봉로 301, (수유동, 대한병원)",02-903-3232,,19820329,12,2,0,0,10,0,0,0,0,0,0,0,0,0,127.0226914,37.6354747
의료법인숭인의료재단 김해복음병원,11,종합병원,380000,경상도,380100,김해시,,50923,"경상남도 김해시 활천로 33, (삼정동)",055-330-8888,,20051129,36,1,0,0,34,1,0,0,0,0,0,0,0,0,128.8931625,35.2306263
의료법인안동병원,11,종합병원,370000,경상도,370400,안동시,,36743,"경상북도 안동시 앙실로 11,  (수상동)",054-840-1004,,19820520,98,1,0,0,95,1,0,0,1,0,0,0,0,0,128.7010976,36.5467408
의료법인영경의료재단전주병원,11,종합병원,350000,전라도,350401,전주완산구,,54985,"전라북도 전주시 완산구 한두평3길 13, (중화산동2가, 전주병원)",063-220-7200,,20070110,42,0,0,0,42,0,0,0,0,0,0,0,0,0,127.1248246,35.8152645
의료법인영성의료재단 고흥종합병원,11,종합병원,360000,전라도,360002,고흥군,,59535,"전라남도 고흥군 고흥읍 고흥로 1935, ()",061-835-6000,,19930101,15,2,0,0,13,0,0,0,0,0,0,0,0,0,127.2939625,34.6210654
의료법인영훈의료재단 유성선병원,11,종합병원,250000,대전,250001,대전유성구,,34084,"대전광역시 유성구 북유성대로 93, (지족동)",042-609-1000,,20070629,102,1,4,2,86,3,0,0,6,0,0,0,0,0,127.3249507,36.3751715
의료법인우리의료재단김포우리병원,11,종합병원,310000,경기,312300,김포시,,10099,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",031-999-1000,,20020513,102,4,3,9,83,2,0,0,1,0,0,0,0,0,126.7107331,37.6323325
의료법인은성의료재단좋은삼선병원,11,종합병원,210000,부산,210015,부산사상구,주례동,47007,"부산광역시 사상구 가야대로 326, (주례동)",051-322-0900,,19950330,83,0,7,7,66,2,0,0,1,0,0,0,0,0,129.0082462,35.1504161
의료법인은성의료재단좋은선린병원,11,종합병원,370000,경상도,370702,포항북구,,37725,"경상북도 포항시 북구 대신로 43,  (대신동)",054-245-5000,,19790623,28,2,0,0,24,2,0,0,0,0,0,0,0,0,129.3670367,36.0482631
의료법인인봉의료재단뉴고려병원,11,종합병원,310000,경기,312300,김포시,,10086,"경기도 김포시 김포한강3로 283, 뉴고려병원 (장기동)",031-998-8129,,20090413,61,0,0,0,60,1,0,0,0,0,0,0,0,0,126.6602138,37.640959
의료법인일심의료재단우리병원,11,종합병원,310000,경기,312800,포천시,,11174,"경기도 포천시 소흘읍 호국로 661, 661",031-542-0222,,20000308,42,0,0,0,41,0,0,0,1,0,0,0,0,0,127.1481862,37.827471
의료법인정화의료재단 봉생기념병원,11,종합병원,210000,부산,210002,부산동구,,48775,"부산광역시 동구 중앙대로 401, (좌천동, 봉생병원)",051-664-4000,,19850105,69,0,4,7,57,0,0,0,1,0,0,0,0,0,129.0501907,35.1310265
의료법인청아의료재단청아병원,11,종합병원,380000,경상도,380701,창원마산회원구,,51230,"경상남도 창원시 마산회원구 내서읍 광려천서로 67, (청아병원)",055-230-1500,,20020703,19,2,0,0,17,0,0,0,0,0,0,0,0,0,128.50965,35.248035
의료법인청언의료재단 순천제일병원,11,종합병원,360000,전라도,360400,순천시,,57968,"전라남도 순천시 기적의도서관1길 3,  (조례동)",061-720-3500,,20080404,13,0,0,0,13,0,0,0,0,0,0,0,0,0,127.524175,34.9549263
의료법인칠석의료재단사랑의병원,11,종합병원,310000,경기,311102,안산상록구,,15291,"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",031-439-3000,,19991011,40,0,0,0,38,1,0,0,1,0,0,0,0,0,126.8449341,37.3269254
의료법인풍산의료재단동부제일병원,11,종합병원,110000,서울,110019,중랑구,,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,,19830822,21,2,0,0,19,0,0,0,0,0,0,0,0,0,127.1090094,37.6007085
의료법인한국의료재단 순천한국병원,11,종합병원,360000,전라도,360400,순천시,,57991,"전라남도 순천시 우명길 42,  (연향동)",061-740-5000,,19980917,21,0,0,0,19,0,0,0,2,0,0,0,0,0,127.5122885,34.9477666
의료법인한마음의료재단 여수제일병원,11,종합병원,360000,전라도,360500,여수시,,59677,"전라남도 여수시 쌍봉로 70,  (학동)",061-689-8123,,19980110,48,0,0,0,46,2,0,0,0,0,0,0,0,0,127.6634937,34.7661014
의료법인한마음의료재단하나병원,11,종합병원,330000,충청도,330102,청주흥덕구,,28378,"충청북도 청주시 흥덕구 2순환로 1262-0, 하나병원",043-230-6114,,19980615,76,2,3,7,59,3,0,0,2,0,0,0,0,0,127.4308627,36.6235047
의료법인한성재단포항세명기독병원,11,종합병원,370000,경상도,370701,포항남구,,37816,"경상북도 포항시 남구 포스코대로 351,  (대도동)",054-275-0005,,19921221,124,1,0,0,120,3,0,0,0,0,0,0,0,0,129.3622256,36.0177172
의료법인한전의료재단 한일병원,11,종합병원,110000,서울,110006,도봉구,쌍문동,1450,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",02-901-3114,,19740328,118,0,7,25,83,0,0,0,3,0,0,0,0,0,127.0291228,37.6461401
의료법인합포의료재단에스엠지연세병원,11,종합병원,380000,경상도,380702,창원마산합포구,,51740,"경상남도 창원시 마산합포구 3·15대로 76, (월남동2가, 합포의료재단)",055-243-0100,,20020601,41,0,0,0,40,1,0,0,0,0,0,0,0,0,128.5616013,35.1863148
의료법인해민의료재단 세안종합병원,11,종합병원,360000,전라도,360300,목포시,,58618,"전라남도 목포시 고하대로 795-2, (연산동)",061-260-6700,,20080707,14,0,0,0,13,1,0,0,0,0,0,0,0,0,126.3802331,34.8168192
의료법인행촌의료재단 해남종합병원,11,종합병원,360000,전라도,360021,해남군,,59024,"전라남도 해남군 해남읍 해남로 45, ()",061-536-4116,,19830401,25,0,0,0,23,1,0,0,0,0,0,0,0,1,126.6127915,34.5717972
의료법인현경의료재단 광양서울병원,11,종합병원,360000,전라도,360700,광양시,,57773,"전라남도 광양시 진등길 93,  (마동)",061-795-9931,,20121206,19,2,0,0,16,1,0,0,0,0,0,0,0,0,127.6905821,34.9579361
의료법인환명의료재단 조은금강병원,11,종합병원,380000,경상도,380100,김해시,,50880,"경상남도 김해시 김해대로 1814-37, (삼계동)",055-330-0300,,20070110,32,1,0,0,30,1,0,0,0,0,0,0,0,0,128.8615328,35.2623214
의산의료재단 강릉고려병원,11,종합병원,320000,강원,320100,강릉시,옥천동,25552,"강원특별자치도 강릉시 옥가로 30, (옥천동)",033-649-0100,,19910813,14,1,0,0,13,0,0,0,0,0,0,0,0,0,128.8998047,37.7590068
이화여자대학교의과대학부속서울병원,11,종합병원,110000,서울,110003,강서구,,7804,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",1522-7000,,20181226,222,0,0,4,212,0,0,3,3,0,0,0,0,0,126.8362668,37.5572629
익산병원,11,종합병원,350000,전라도,350300,익산시,,54543,"전라북도 익산시 무왕로 969, (신동)",063-840-9114,,20010307,42,0,0,0,40,1,0,0,1,0,0,0,0,0,126.9665159,35.9616504
인산의료재단 메트로병원,11,종합병원,310000,경기,310701,안양만안구,,14096,"경기도 안양시 만안구 명학로33번길 8, (안양동, 메트로병원)",031-467-9000,,19830525,12,0,0,0,11,1,0,0,0,0,0,0,0,0,126.9352309,37.3786666
인제대학교 상계백병원,11,종합병원,110000,서울,110022,노원구,,1757,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",02-950-1114,,19890814,266,2,26,83,148,0,0,4,3,0,0,0,0,0,127.0631233,37.6485282
인제대학교 서울백병원,11,종합병원,110000,서울,110017,중구,,4551,"서울특별시 중구 마른내로 9, (저동2가)",02-2270-0114,,19760310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9888709,37.56511
인제대학교 해운대백병원,11,종합병원,210000,부산,210009,부산해운대구,,48108,"부산광역시 해운대구 해운대로 875, (좌동)",051-797-0100,,20100210,343,0,26,86,226,0,0,0,5,0,0,0,0,0,129.182013,35.173443
인제대학교일산백병원,11,종합병원,310000,경기,311902,고양일산서구,,10380,"경기도 고양시 일산서구 주화로 170, (대화동)",031-910-7114,,19991206,292,0,25,92,171,0,0,0,4,0,0,0,0,0,126.7504331,37.6743138
인천광역시의료원,11,종합병원,220000,인천,220002,인천동구,,22532,"인천광역시 동구 방축로 217, 217",032-580-6000,,19850629,41,0,0,0,38,2,0,0,1,0,0,0,0,0,126.66875,37.4787429
인천기독병원,11,종합병원,220000,인천,220004,인천중구,,0,"인천광역시 중구 답동로30번길 10- , (율목동)",032-270-8000,,19840530,23,1,0,0,21,1,0,0,0,0,0,0,0,0,126.6321217,37.4712157
인천세종병원,11,종합병원,220000,인천,220008,인천계양구,,0,"인천광역시 계양구 계양문화로 20- ,  (작전동)",032-240-8000,,20170208,100,1,4,1,93,0,0,0,1,0,0,0,0,0,126.7368717,37.5324735
인천적십자병원,11,종합병원,220000,인천,220007,인천연수구,연수동,21935,"인천광역시 연수구 원인재로 263, (연수동)",032-899-4000,,19850510,19,0,0,0,18,1,0,0,0,0,0,0,0,0,126.6896544,37.4184945
인천힘찬종합병원,11,종합병원,220000,인천,220006,인천남동구,,21655,"인천광역시 남동구 논현로 72-0, 인천힘찬종합병원",032-1899-2220,,20210216,42,0,0,0,41,1,0,0,0,0,0,0,0,0,126.7147138,37.401057
재단법인 아산사회복지재단 부속 보령아산병원,11,종합병원,340000,충청도,340400,보령시,,33428,"충청남도 보령시 죽성로 136,  (죽정동)",041-930-5114,,19781230,18,0,0,0,18,0,0,0,0,0,0,0,0,0,126.6228522,36.3811282
재단법인 아산사회복지재단 정읍아산병원,11,종합병원,350000,전라도,350500,정읍시,,56153,"전라북도 정읍시 충정로 606-22, (용계동)",063-530-6000,,19780626,29,0,0,0,29,0,0,0,0,0,0,0,0,0,126.8234125,35.5888321
재단법인대구포교성베네딕도수녀회창원파티마병원,11,종합병원,380000,경상도,380704,창원의창구,명서동,51394,"경상남도 창원시 의창구 창이대로 45, (명서동)",055-270-1000,,19830202,101,0,0,0,99,0,0,0,2,0,0,0,0,0,128.645913,35.237293
재단법인베스티안재단베스티안병원,11,종합병원,330000,충청도,330102,청주흥덕구,,28161,"충청북도 청주시 흥덕구 오송읍 오송생명1로 191-0, ()",043-910-7575,,20181114,10,1,0,0,9,0,0,0,0,0,0,0,0,0,127.3216409,36.6364294
재단법인예수병원유지재단예수병원,11,종합병원,350000,전라도,350401,전주완산구,,54987,"전라북도 전주시 완산구 서원로 365, (중화산동1가, 예수병원)",063-230-8114,,19740509,227,1,18,58,146,3,0,0,1,0,0,0,0,0,127.1332292,35.8143917
재단법인천주교부산교구유지재단 메리놀병원,11,종합병원,210000,부산,210008,부산중구,,48972,"부산광역시 중구 중구로 121, (대청동4가)",051-465-8801,,19740430,89,0,4,19,65,0,0,0,1,0,0,0,0,0,129.0324148,35.1076838
재단법인한호기독교선교회 일신기독병원,11,종합병원,210000,부산,210002,부산동구,,48724,"부산광역시 동구 정공단로 27, (좌천동)",051-630-0300,,19840702,37,0,0,0,37,0,0,0,0,0,0,0,0,0,129.0543811,35.135783
전라남도 순천의료원,11,종합병원,360000,전라도,360400,순천시,,57940,"전라남도 순천시 서문성터길 2,  (매곡동)",061-759-9440,,19960517,19,1,0,0,18,0,0,0,0,0,0,0,0,0,127.4834682,34.9579098
전라북도 군산의료원,11,종합병원,350000,전라도,350100,군산시,,54105,"전라북도 군산시 의료원로 27, (지곡동, 군산의료원)",063-472-5000,,19831217,48,0,4,2,38,3,0,0,0,0,0,0,1,0,126.7117407,35.9549526
전라북도 남원의료원,11,종합병원,350000,전라도,350200,남원시,,55726,"전라북도 남원시 충정로 365, (고죽동)",063-620-1114,,19831027,34,0,0,0,31,3,0,0,0,0,0,0,0,0,127.4073171,35.4318756
전주고려병원,11,종합병원,350000,전라도,350402,전주덕진구,,54915,"전라북도 전주시 덕진구 안덕원로 367, (산정동)",063-240-7300,,20050111,15,0,0,0,15,0,0,0,0,0,0,0,0,0,127.1670378,35.8398807
제일병원,11,종합병원,380000,경상도,380500,진주시,,52709,"경상남도 진주시 진주대로 885, (강남동)",055-750-7123,,19830305,62,0,0,0,62,0,0,0,0,0,0,0,0,0,128.0902544,35.1794723
제주대학교병원,11,종합병원,390000,제주,390200,제주시,,0,"제주특별자치도 제주시 아란13길 15- , 제주대학교병원 (아라일동)",064-717-1114,,19651002,242,0,20,56,161,1,0,0,4,0,0,0,0,0,126.5452109,33.4671105
제주특별자치도 서귀포의료원,11,종합병원,390000,제주,390100,서귀포시,,63585,"제주특별자치도 서귀포시 장수로 47, (동홍동)",064-730-3000,,19940319,45,1,0,0,43,1,0,0,0,0,0,0,0,0,126.5639216,33.2555355
제주한라병원,11,종합병원,390000,제주,390200,제주시,연동,63127,"제주특별자치도 제주시 도령로 65, (연동)",064-740-5000,,19831029,124,1,0,15,107,1,0,0,0,0,0,0,0,0,126.4850403,33.489961
조은오산병원,11,종합병원,310000,경기,311800,오산시,,18136,"경기도 오산시 오산로 307, (오산동)",1544-5355,,20160526,17,0,0,0,17,0,0,0,0,0,0,0,0,0,127.068197,37.1541965
좋은문화병원,11,종합병원,210000,부산,210002,부산동구,,48735,"부산광역시 동구 범일로 119, (범일동)",051-644-2002,,19861101,74,1,2,0,70,0,0,0,1,0,0,0,0,0,129.0590919,35.1408881
중앙대학교광명병원,11,종합병원,310000,경기,310100,광명시,,14353,"경기도 광명시 덕안로 110, (일직동)",1811-7800,,20220224,168,1,0,0,160,0,0,0,7,0,0,0,0,0,126.88591,37.4245975
진주고려병원,11,종합병원,380000,경상도,380500,진주시,,52726,"경상남도 진주시 동진로 2, (칠암동, 진주고려병원)",055-751-2500,,19841114,35,1,0,0,32,2,0,0,0,0,0,0,0,0,128.0920865,35.1784916
차의과학대학교 강남차병원,11,종합병원,110000,서울,110001,강남구,,6135,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",02-3468-3000,,19901022,115,0,0,12,100,0,0,0,3,0,0,0,0,0,127.0345427,37.5067005
차의과학대학교부속구미차병원,11,종합병원,370000,경상도,370200,구미시,,39295,"경상북도 구미시 신시로10길 12,  (형곡동)",054-450-9700,,19950617,72,0,0,0,71,0,0,0,1,0,0,0,0,0,128.3405414,36.1145325
차의과학대학교분당차병원,11,종합병원,310000,경기,310403,성남분당구,,13496,"경기도 성남시 분당구 야탑로 59, (야탑동)",031-780-5000,,19950324,499,4,41,139,308,1,0,0,4,0,0,0,2,0,127.1254535,37.4102384
참조은병원,11,종합병원,310000,경기,312600,광주시,,12756,"경기도 광주시 광주대로 45, (경안동)",1600-9955,,20101118,63,0,0,0,61,1,0,0,1,0,0,0,0,0,127.2602541,37.4109627
창원경상국립대학교병원,11,종합병원,380000,경상도,380705,창원성산구,,51472,"경상남도 창원시 성산구 삼정자로 11, (성주동, 창원경상대학교병원)",055-214-2000,,20160115,188,0,8,31,146,0,0,0,3,0,0,0,0,0,128.7078463,35.1990873
창원한마음병원,11,종합병원,380000,경상도,380704,창원의창구,,51139,"경상남도 창원시 의창구 용동로57번길 8, (사림동)",055-225-0000,,20020401,103,0,0,0,100,1,0,0,2,0,0,0,0,0,128.6990592,35.2379797
첨단종합병원,11,종합병원,240000,광주,240004,광주광산구,,62274,"광주광역시 광산구 첨단중앙로170번길 59,  (쌍암동)",062-601-8000,,20021112,46,0,0,0,45,1,0,0,0,0,0,0,0,0,126.8453041,35.2211088
청주성모병원,11,종합병원,330000,충청도,330103,청주청원구,,28323,"충청북도 청주시 청원구 주성로 173-19, 청주성모병원",043-219-8000,,19980221,73,0,0,1,70,0,0,0,1,0,0,0,0,1,127.4856545,36.6737973
추병원,11,종합병원,310000,경기,310800,의정부시,,11686,"경기도 의정부시 평화로 650, (의정부동)",031-845-7777,,19950403,35,0,2,2,30,0,0,0,1,0,0,0,0,0,127.0450722,37.7497898
충청남도 공주의료원,11,종합병원,340000,충청도,340300,공주시,,32535,"충청남도 공주시 무령로 77,  (웅진동)",041-962-1111,,19830721,28,1,0,0,24,2,0,0,0,1,0,0,0,0,127.1094762,36.458987
충청남도 서산의료원,11,종합병원,340000,충청도,340600,서산시,,32001,"충청남도 서산시 중앙로 149,  (석림동)",041-689-7000,,19890321,35,1,0,0,33,1,0,0,0,0,0,0,0,0,126.4652578,36.7755835
충청남도 천안의료원,11,종합병원,340000,충청도,340202,천안동남구,,31071,"충청남도 천안시 동남구 충절로 537,  (삼룡동)",041-570-7200,,19880524,29,0,0,0,27,1,0,0,1,0,0,0,0,0,127.1791797,36.7756271
충청남도 홍성의료원,11,종합병원,340000,충청도,340015,홍성군,,32232,"충청남도 홍성군 홍성읍 조양로 224, ()",041-630-6114,,19830726,51,0,0,0,49,1,0,0,1,0,0,0,0,0,126.674413,36.599349
충청북도 청주의료원,11,종합병원,330000,충청도,330104,청주서원구,,28547,"충청북도 청주시 서원구 흥덕로 48-0, 청주의료원",043-279-2300,,19780519,48,0,0,0,42,5,0,0,1,0,0,0,0,0,127.4730326,36.6402026
충청북도 충주의료원,11,종합병원,330000,충청도,330200,충주시,,27486,"충청북도 충주시 안림로 239-50, 충청북도충주의료원",043-871-0114,,19980702,35,0,0,0,33,2,0,0,0,0,0,0,0,0,127.9706116,36.9796506
